progress,score,seconds
0.025382995605,0.948994019880,1.099204063416
0.061204910278,0.996251988886,2.201040029526
0.097009181976,0.969061662665,3.302358865738
0.132769107819,0.948002430862,4.402075052261
0.168533802032,0.929209048472,5.500869989395
0.204230785370,0.911730666841,6.600522994995
0.239648818970,0.895359248911,7.694880008698
0.275056838989,0.879457215115,8.803853988647
0.310770034790,0.864266911937,9.902303934097
0.346548557281,0.849376910782,11.001188993454
0.382298946381,0.834883062337,12.100452899933
0.418101310730,0.820778436387,13.199509859085
0.453886985779,0.807037314951,14.298694133759
0.489706993103,0.793611436074,15.397339105606
0.525497913361,0.780536847056,16.495624065399
0.561253070831,0.767772257889,17.593507051468
0.596652507782,0.755442970883,18.691233873367
0.632341384888,0.743333184442,19.788398027420
0.668056964874,0.731488037127,20.885365962982
0.703784465790,0.719907706685,21.982146024704
0.739484310150,0.708602442466,23.079187154770
0.774481296539,0.697769483791,24.175896883011
0.809997081757,0.687023015380,25.272710084915
0.845664978027,0.676469908879,26.369453907013
0.881397724152,0.666132851226,27.466236114502
0.917064189911,0.656032781966,28.563217163086
0.952686309814,0.646173669198,29.659888982773
0.988206863403,0.636560368754,30.756829738617
1.020797729492,0.639208590146,31.855645895004
1.056363105774,0.651790617267,32.952410936356
1.091855525970,0.663934014505,34.049051046371
1.126495361328,0.675373432226,35.145978927612
1.162008285522,0.686700660270,36.242859840393
1.197488784790,0.697619338054,37.339704990387
1.233060836792,0.708190258825,38.436316013336
1.268498897552,0.718348355498,39.533019065857
1.304080009460,0.728198047029,40.627973079681
1.339100360870,0.737550055841,41.724712133408
1.374828338623,0.746757682646,42.821424007416
1.410448074341,0.755620898446,43.918331146240
1.446112632751,0.764179252088,45.015056133270
1.481486797333,0.772381647956,46.111977815628
1.517209529877,0.780364278937,47.208652973175
1.552889823914,0.788063566433,48.305330991745
1.587796688080,0.795336288633,49.402339935303
1.623335361481,0.802481694380,50.499056100845
1.658867359161,0.809382045176,51.596142053604
1.694294929504,0.816016427008,52.692910909653
1.728368759155,0.822178380331,53.795445919037
1.763576507568,0.828328896780,54.892421007156
1.798398494720,0.834203217644,55.989205837250
1.833922386169,0.839993260102,57.086654186249
1.869216918945,0.845541812712,58.183918952942
1.904808044434,0.850941231940,59.281174898148
1.940280914307,0.856137251481,60.378063917160
1.975799083710,0.861156974919,61.475134134293
2.011527061462,0.866029222729,62.572165012360
2.047144412994,0.870718771592,63.665833950043
2.082838058472,0.875250691548,64.763208150864
2.118525028229,0.879622789798,65.860521793365
2.153166770935,0.883720195387,66.989726781845
2.188818454742,0.887793850154,68.087166786194
2.224536895752,0.891730037984,69.185032129288
2.260344982147,0.895540126599,70.282421827316
2.296052932739,0.899204231100,71.380006074905
2.331239223480,0.902689204784,72.477509021759
progress,score,seconds
0.029185771942,0.958723436056,1.098699092865
0.064911365509,0.992862754395,2.200158357620
0.100624084473,0.966906363050,3.301026105881
0.136280536652,0.946065311177,4.400593280792
0.171873092651,0.927471981991,5.499057292938
0.207407951355,0.910288238525,6.597538232803
0.243019104004,0.893803894700,7.695686340332
0.278505802155,0.878090683741,8.792303085327
0.314126491547,0.862831039115,9.890658140182
0.349859237671,0.848018452407,10.989250183105
0.385513305664,0.833366758888,12.105660200119
0.421251773834,0.819512096054,13.204847097397
0.457095146179,0.805826265599,14.303863048553
0.492906570435,0.792448993883,15.402575254440
0.528723716736,0.779380795399,16.500783205032
0.564465522766,0.766662695665,17.598599195480
0.600118637085,0.754248658749,18.696389198303
0.635865688324,0.742160957162,19.793473005295
0.671576499939,0.730342412043,20.890472173691
0.707330703735,0.718779008332,21.987300157547
0.743021488190,0.707492425695,23.084091186523
